Eng Displ,# Cyl,Comb Unadj FE - Conventional Fuel,# Gears,Max Ethanol % - Gasoline,Intake Valves Per Cyl,Exhaust Valves Per Cyl,Trans Creeper Gear,Unique Label?,Air Aspiration Method Desc,Fuel Metering Sys Desc,Cyl Deact?
,4,34.2582,8,15.0,2,2,N,N,none given,Spark Ignition direct & ported injection,N
2.0,4,35.7883,6,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,   
3.0,6,30.722,8,10.0,2,2,N,N,Turbocharged,@@@@@,N
5.7,8,18.7055,6,15.0,2,2,N,N,Naturally Aspirated,@@@@@,N
3.5,6,26.5587,6,85.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,N
,8,21.06,6,15.0,2,2,N,N,Naturally Aspirated,@@@@@,N
1.5,4,47.3206,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,   
4.7,8,19.9146,6,10.0,2,2,N,Y,Naturally Aspirated,@@@@@,N
3.8,6,27.678,7,10.0,2,2,N,N,Naturally Aspirated,@@@@@,N
3.0,6,31.4377,8,,2,2,N,N,Turbocharged,Common Rail Direct Diesel Injection,N
2.0,4,30.2321,7,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
6.0,12,19.4794,7,10.0,2,1,N,,Turbocharged,Multipoint/sequential fuel injection,   
3.0,6,31.0006,7,10.0,2,2,N,,none given,Spark Ignition Direct Injection,   
2.0,4,36.4494,7,10.0,2,2,N,,none given,Spark Ignition Direct Injection,N
3.5,6,30.7316,7,85.0,2,2,N,,none given,Spark Ignition Direct Injection,
,8,20.7274,8,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,N
2.5,4,41.8183,7,10.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,   
,8,22.3814,8,10.0,1,1,N,N,Naturally Aspirated,Spark Ignition Direct Injection,Y
3.0,6,27.0634,6,10.0,2,2,N,N,Turbocharged,Multipoint/sequential fuel injection,
3.8,6,27.4358,7,10.0,2,2,N,N,Naturally Aspirated,@@@@@,N
6.0,12,20.4316,8,10.0,2,2,N,N,Naturally Aspirated,@@@@@,N
2.0,4,38.8168,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
3.8,6,23.7318,6,10.0,2,2,N,,none given,Multipoint/sequential fuel injection,N
,6,30.722,8,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,
5.3,8,23.2231,8,10.0,1,1,N,N,Naturally Aspirated,Spark Ignition Direct Injection,Y
4.4,8,24.9737,8,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
2.0,4,32.9102,8,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,   
,4,43.5134,6,15.0,2,2,N,N,none given,Multipoint/sequential fuel injection,N
4.8,8,23.5293,7,10.0,2,2,N,,none given,Spark Ignition Direct Injection,   
1.8,4,42.6986,7,15.0,2,2,N,Y,Naturally Aspirated,@@@@@,
2.5,4,38.8263,7,10.0,2,2,N,N,Supercharged,@@@@@,
,6,27.0717,8,10.0,2,2,N,Y,Turbocharged,Spark Ignition Direct Injection,N
,4,34.8913,6,10.0,2,2,N,N,Naturally Aspirated,@@@@@,N
2.5,4,43.137,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,
,4,32.32,6,15.0,2,2,N,Y,Naturally Aspirated,@@@@@,N
,4,46.6393,6,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,N
,8,22.6993,7,10.0,2,2,N,Y,Turbocharged,Multipoint/sequential fuel injection,N
3.6,6,24.9612,8,15.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
,8,20.0593,8,15.0,2,2,N,Y,Supercharged,Spark Ignition Direct Injection,   
1.4,4,35.694,6,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,N
3.0,6,31.5042,8,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,   
,12,18.4432,8,10.0,2,2,N,Y,none given,Spark Ignition Direct Injection,N
1.5,4,44.938,5,15.0,2,2,N,N,none given,Multipoint/sequential fuel injection,   
,6,27.1345,8,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,   
1.8,4,39.4158,5,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,   
2.0,4,29.9289,6,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,   
,6,29.3442,6,10.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,N
2.5,4,39.0686,6,10.0,2,2,N,Y,none given,Spark Ignition Direct Injection,N
3.5,6,30.0445,8,15.0,2,2,N,Y,none given,Spark Ignition direct & ported injection,
,6,24.6108,8,15.0,2,2,N,Y,Supercharged,Spark Ignition Direct Injection,   
2.0,4,41.8682,6,10.0,2,2,N,N,none given,@@@@@,
3.9,8,24.0347,7,10.0,2,2,N,Y,none given,@@@@@,N
5.0,8,22.7512,8,15.0,2,2,N,Y,Supercharged,@@@@@,
1.5,3,41.3187,6,10.0,2,2,N,Y,none given,@@@@@,   
,6,25.3471,7,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,   
3.7,6,28.5587,6,15.0,2,2,N,N,Naturally Aspirated,@@@@@,N
2.0,4,32.2641,9,10.0,2,2,N,N,Turbocharged,@@@@@,N
,4,29.9288,6,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,N
2.0,4,34.7884,8,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,   
1.6,4,38.6695,6,15.0,2,2,N,N,none given,Spark Ignition Direct Injection,   
2.4,4,51.5229,6,10.0,2,2,N,N,none given,@@@@@,
2.0,4,36.5584,5,10.0,2,2,N,Y,none given,Multipoint/sequential fuel injection,
2.4,4,30.7928,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,   
,6,25.8034,6,15.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,   
4.7,8,26.8436,7,10.0,2,2,N,,none given,Spark Ignition Direct Injection,   
5.7,8,20.4256,6,10.0,1,1,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,Y
2.0,4,28.5339,6,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,N
6.7,12,17.4989,8,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
2.0,4,33.2017,6,15.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
3.5,6,25.4725,6,15.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
3.8,6,28.921,7,10.0,2,2,N,Y,Naturally Aspirated,@@@@@,N
3.6,6,30.168,9,85.0,2,2,N,N,none given,@@@@@,N
1.6,4,37.6194,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
2.0,4,34.3094,6,15.0,2,2,N,N,Turbocharged,@@@@@,   
,8,21.8546,6,15.0,2,2,N,N,none given,Multipoint/sequential fuel injection,N
1.6,4,38.1848,7,15.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,
3.0,6,29.5465,7,10.0,2,2,N,N,none given,@@@@@,N
3.5,6,32.5607,6,15.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,
3.5,6,41.6347,8,15.0,2,2,N,N,none given,Spark Ignition direct & ported injection,
,8,20.5806,7,10.0,2,2,N,N,Naturally Aspirated,@@@@@,N
2.4,4,36.5912,9,10.0,2,2,N,N,none given,@@@@@,N
3.8,6,28.1856,8,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,
6.4,8,23.4876,8,10.0,1,1,N,N,none given,Multipoint/sequential fuel injection,Y
6.6,12,18.7023,8,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,
5.7,8,23.1399,6,10.0,1,1,N,N,none given,Multipoint/sequential fuel injection,N
,8,19.5485,6,10.0,2,2,N,N,Supercharged,Multipoint/sequential fuel injection,N
4.8,8,23.7927,7,10.0,2,2,N,,Turbocharged,@@@@@,
5.0,8,22.8165,6,85.0,2,2,N,N,none given,Multipoint/sequential fuel injection,N
,6,30.622,7,10.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,N
3.8,6,28.6337,7,10.0,2,2,N,Y,Naturally Aspirated,@@@@@,   
2.5,4,54.8519,1,15.0,2,2,N,Y,Naturally Aspirated,@@@@@,
3.5,6,24.2977,6,15.0,2,2,N,Y,none given,Multipoint/sequential fuel injection,N
4.4,8,24.9615,8,10.0,2,2,N,Y,Turbocharged,Spark Ignition Direct Injection,
,4,31.6705,9,10.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,N
3.4,6,28.8146,6,10.0,2,2,N,Y,none given,@@@@@,   
,4,40.2056,6,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,N
,8,22.9366,6,85.0,1,1,N,N,Naturally Aspirated,Spark Ignition Direct Injection,Y
2.0,4,33.8583,5,10.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,   
2.0,4,35.359,8,10.0,2,2,N,N,Turbocharged,@@@@@,   
1.8,4,46.0818,1,10.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,
,8,22.0572,6,10.0,2,2,N,N,Turbocharged,@@@@@,N
3.6,6,27.1227,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,
2.0,4,59.6009,1,15.0,2,2,N,N,none given,Multipoint/sequential fuel injection,   
2.0,4,35.359,8,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,   
5.3,8,23.9658,6,85.0,1,1,N,N,none given,Spark Ignition Direct Injection,Y
5.0,8,22.6895,8,10.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,   
3.8,6,25.7642,7,10.0,2,2,N,N,Turbocharged,@@@@@,N
2.4,4,30.8233,6,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,N
1.8,4,39.4158,5,10.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,
5.3,8,25.8816,8,10.0,1,1,N,N,Naturally Aspirated,Spark Ignition Direct Injection,Y
,8,22.9366,6,10.0,1,1,N,N,none given,Spark Ignition Direct Injection,Y
,8,22.0201,8,10.0,1,1,N,N,Naturally Aspirated,@@@@@,Y
1.6,4,39.8798,4,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,N
,8,23.1232,7,10.0,2,2,N,Y,Turbocharged,@@@@@,N
3.8,6,24.3456,8,10.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,N
3.0,6,24.1231,6,15.0,2,2,N,Y,Supercharged,@@@@@,N
,8,23.5269,8,10.0,1,1,N,N,Naturally Aspirated,Spark Ignition Direct Injection,Y
3.6,6,27.1227,6,10.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,
,6,24.887,6,10.0,2,2,N,N,Naturally Aspirated,@@@@@,N
1.8,4,39.083,6,15.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
1.8,4,58.9105,1,15.0,2,2,N,Y,Naturally Aspirated,Multipoint/sequential fuel injection,
,8,19.7604,7,10.0,2,2,N,,Turbocharged,Spark Ignition Direct Injection,N
3.8,6,21.6822,7,10.0,2,2,N,N,Naturally Aspirated,@@@@@,N
1.8,4,40.9182,6,15.0,2,2,N,Y,Naturally Aspirated,@@@@@,
,4,37.4408,6,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,   
,4,30.8707,6,10.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,N
,12,21.3382,8,10.0,2,2,N,N,Naturally Aspirated,@@@@@,N
,4,41.1988,6,10.0,2,2,N,Y,none given,Multipoint/sequential fuel injection,
2.4,4,39.3024,6,10.0,2,2,N,Y,none given,Spark Ignition Direct Injection,   
4.0,6,22.3336,5,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,
3.4,6,28.7688,7,10.0,2,2,N,N,none given,@@@@@,   
1.0,3,46.9885,6,15.0,2,2,N,N,none given,Spark Ignition Direct Injection,   
,6,30.2138,9,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,N
,6,30.2755,8,10.0,2,2,N,N,Turbocharged,@@@@@,N
5.0,8,22.6459,8,10.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,   
1.4,4,33.1552,6,10.0,2,2,N,N,Turbocharged,@@@@@,
3.0,6,26.8876,7,10.0,2,2,N,,Turbocharged,Spark Ignition Direct Injection,
1.4,4,45.9695,5,10.0,2,2,N,N,Naturally Aspirated,@@@@@,N
3.0,6,28.5121,6,10.0,2,2,N,N,Turbocharged,@@@@@,N
1.4,4,37.529,6,10.0,2,2,N,N,Turbocharged,Multipoint/sequential fuel injection,   
3.0,6,24.4063,6,15.0,2,2,N,N,Supercharged,Spark Ignition Direct Injection,N
1.6,4,38.3493,7,10.0,2,2,N,Y,Turbocharged,Spark Ignition Direct Injection,   
3.5,6,30.8483,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,Y
,4,29.3225,6,10.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,N
5.3,8,25.8816,8,10.0,1,1,N,N,Naturally Aspirated,Spark Ignition Direct Injection,Y
1.6,4,32.3213,6,10.0,2,2,N,Y,none given,Spark Ignition Direct Injection,   
,8,21.702,8,10.0,1,1,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,Y
1.8,4,37.6361,6,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,
2.0,4,34.184,6,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,   
,4,29.3225,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
3.6,6,21.7336,6,10.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,N
3.4,6,29.5284,6,10.0,2,2,N,Y,none given,@@@@@,N
3.0,6,24.9252,8,15.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
,8,24.7961,8,15.0,2,2,N,N,none given,Spark Ignition direct & ported injection,
3.6,6,25.6629,6,10.0,2,2,N,Y,none given,Multipoint/sequential fuel injection,N
5.7,8,21.6422,8,10.0,1,1,N,N,Naturally Aspirated,@@@@@,Y
,8,17.0498,7,10.0,2,2,N,,Turbocharged,Spark Ignition Direct Injection,N
,4,29.8465,8,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,N
4.7,8,24.655,7,10.0,2,2,N,,Turbocharged,@@@@@,   
3.6,6,26.1655,6,85.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
,4,38.9115,6,10.0,2,2,N,Y,none given,Spark Ignition Direct Injection,
,8,19.4738,7,10.0,2,2,N,,Turbocharged,@@@@@,N
1.6,4,32.3286,6,15.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
,4,40.7139,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
3.6,6,25.6932,6,10.0,2,2,N,N,Naturally Aspirated,@@@@@,N
1.4,4,47.363,1,10.0,2,2,N,N,none given,@@@@@,N
,4,27.5021,6,15.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
3.8,8,22.0647,8,10.0,2,2,N,Y,Turbocharged,Spark Ignition Direct Injection,
3.5,6,31.6963,7,10.0,2,2,N,N,none given,@@@@@,   
,6,27.4482,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,Y
3.5,6,28.1409,9,10.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,Y
2.5,4,25.0571,5,10.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,   
3.6,6,29.2127,8,10.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,   
4.4,8,25.485,8,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,   
4.4,8,22.0572,6,10.0,2,2,N,N,Turbocharged,@@@@@,N
2.8,4,33.032,6,,2,2,N,N,Turbocharged,@@@@@,
2.0,4,34.2582,8,15.0,2,2,N,N,Turbocharged,Spark Ignition direct & ported injection,N
4.0,8,23.6182,8,15.0,2,2,N,N,none given,Spark Ignition Direct Injection,Y
3.6,6,28.1669,7,10.0,2,2,N,,Naturally Aspirated,@@@@@,
,4,27.4306,5,10.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,
1.6,4,32.565,6,15.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,   
2.0,4,46.0415,6,10.0,2,2,N,Y,none given,Spark Ignition Direct Injection,N
1.8,4,38.567,6,15.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,
3.0,6,31.5042,8,10.0,2,2,N,N,Turbocharged,@@@@@,N
3.9,8,23.1232,7,10.0,2,2,N,Y,Turbocharged,@@@@@,N
3.4,6,27.5924,7,10.0,2,2,N,Y,none given,@@@@@,   
,6,32.3839,8,,2,2,N,Y,none given,Common Rail Direct Diesel Injection,N
,4,38.5928,6,10.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,   
,8,23.5286,7,10.0,2,2,N,Y,Turbocharged,@@@@@,N
,6,28.5257,9,10.0,2,2,Y,N,Naturally Aspirated,Multipoint/sequential fuel injection,N
2.0,4,32.6193,6,15.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
1.4,4,40.8578,6,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,N
3.5,6,25.6832,6,15.0,2,2,N,N,none given,Multipoint/sequential fuel injection,
2.0,4,34.817,6,10.0,2,2,N,N,Turbocharged,@@@@@,N
3.0,6,28.3804,7,10.0,2,2,N,Y,none given,Spark Ignition Direct Injection,   
2.0,4,31.524,6,10.0,2,2,N,N,none given,@@@@@,N
3.5,6,29.9106,9,10.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,   
,6,24.3967,6,10.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,N
3.4,6,31.5932,7,10.0,2,2,N,Y,Naturally Aspirated,@@@@@,N
3.0,6,23.567,6,15.0,2,2,N,Y,Supercharged,@@@@@,N
1.8,4,38.9275,5,15.0,2,2,N,N,none given,Spark Ignition Direct Injection,   
,5,28.1632,6,10.0,2,2,N,N,Turbocharged,Multipoint/sequential fuel injection,N
3.5,6,29.1837,6,15.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,   
5.7,8,19.5895,6,10.0,1,1,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,Y
3.6,6,28.0295,8,10.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,   
2.0,4,33.1491,8,10.0,2,2,N,Y,Turbocharged+Supercharged,Spark Ignition Direct Injection,   
2.0,4,35.4975,8,10.0,2,2,N,N,Turbocharged,@@@@@,N
4.0,8,26.2333,7,10.0,2,2,N,,none given,Spark Ignition Direct Injection,N
4.7,8,26.033,9,10.0,2,2,N,,none given,Spark Ignition Direct Injection,N
2.0,4,30.5942,6,15.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,N
2.5,4,38.9219,6,10.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,   
,6,29.5685,6,10.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,   
5.3,8,23.2683,6,10.0,1,1,N,N,Naturally Aspirated,Spark Ignition Direct Injection,Y
3.8,6,27.3812,7,10.0,2,2,N,N,Naturally Aspirated,@@@@@,N
2.0,4,40.6667,8,10.0,2,2,N,Y,none given,Spark Ignition Direct Injection,N
3.0,6,30.0196,6,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,N
,6,33.7698,8,,2,2,N,N,Turbocharged,Common Rail Direct Diesel Injection,N
3.6,6,27.3649,6,10.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,   
,8,23.8945,6,85.0,1,1,N,N,none given,Spark Ignition Direct Injection,Y
,6,31.1365,9,10.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,N
3.0,6,23.567,6,15.0,2,2,N,Y,Supercharged,@@@@@,N
2.0,4,35.359,8,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,N
,4,31.4223,6,15.0,2,2,N,Y,Turbocharged,Spark Ignition direct & ported injection,   
,4,37.0547,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,
1.8,4,40.9289,6,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,
,4,36.0919,1,10.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,   
1.8,4,39.4295,6,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,
2.7,6,26.659,6,15.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,N
5.3,8,23.9906,6,10.0,1,1,N,N,Naturally Aspirated,Spark Ignition Direct Injection,   
3.5,6,30.429,7,85.0,2,2,N,,none given,@@@@@,
3.5,6,42.0623,7,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,
2.8,4,33.032,6,,2,2,N,N,none given,Direct Diesel Injection (non-common rail),
3.8,8,22.6993,7,10.0,2,2,N,Y,Turbocharged,Multipoint/sequential fuel injection,N
,6,28.1137,8,10.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,N
,4,33.8504,7,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,   
,4,36.4714,6,10.0,2,2,N,N,Turbocharged,@@@@@,N
1.6,4,37.1622,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
1.6,4,41.3746,5,15.0,2,2,N,N,Naturally Aspirated,@@@@@,N
2.4,4,35.71,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,   
1.5,3,43.0468,6,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,N
,4,33.001,8,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,   
5.7,8,18.9828,6,15.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,N
1.8,4,61.4574,1,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
,4,56.3403,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,
3.0,6,26.988,6,10.0,2,2,N,Y,none given,@@@@@,N
1.6,4,35.1626,6,15.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,   
2.5,4,44.8342,6,15.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,   
,6,29.1735,9,10.0,2,2,N,N,Naturally Aspirated,@@@@@,Y
1.4,4,35.3856,6,10.0,2,2,N,N,Turbocharged,Multipoint/sequential fuel injection,N
6.0,8,15.7566,6,10.0,1,1,N,N,none given,Multipoint/sequential fuel injection,N
,6,26.8876,7,10.0,2,2,N,,Turbocharged,Spark Ignition Direct Injection,
,8,23.0686,6,85.0,1,1,N,N,Naturally Aspirated,@@@@@,Y
1.6,4,34.991,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,   
2.0,4,33.5228,6,15.0,2,2,N,N,none given,@@@@@,   
2.0,4,36.9738,8,10.0,2,2,N,Y,Turbocharged,@@@@@,N
,5,28.1632,6,10.0,2,2,N,N,Turbocharged,Multipoint/sequential fuel injection,N
1.8,4,37.1407,6,15.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,N
5.5,8,23.9504,7,10.0,2,2,N,,none given,@@@@@,N
,6,21.4598,6,15.0,2,2,N,Y,Turbocharged,Spark Ignition Direct Injection,N
1.6,4,38.8602,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
2.0,4,40.96,6,10.0,2,2,N,Y,none given,Multipoint/sequential fuel injection,
,6,23.9079,5,15.0,2,2,N,N,Naturally Aspirated,@@@@@,N
6.3,12,16.2512,7,10.0,2,2,N,Y,none given,Spark Ignition Direct Injection,
3.6,6,24.8373,6,15.0,2,2,N,N,none given,@@@@@,N
3.0,6,40.5462,8,,2,2,N,N,none given,Common Rail Direct Diesel Injection,   
2.0,4,37.0863,6,10.0,2,2,N,N,Naturally Aspirated,@@@@@,N
2.4,4,39.4406,7,10.0,2,2,N,N,none given,@@@@@,
1.8,4,37.6361,6,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,N
,4,30.5524,6,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,N
4.0,8,23.737,7,10.0,2,2,N,,none given,@@@@@,   
2.0,4,34.1594,8,10.0,2,2,N,N,none given,@@@@@,N
,6,28.3245,8,15.0,2,2,N,Y,Supercharged,@@@@@,N
2.0,4,36.0232,8,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,
3.8,6,28.0306,7,10.0,2,2,N,N,Naturally Aspirated,@@@@@,N
,6,28.1715,9,10.0,2,2,Y,N,Naturally Aspirated,Multipoint/sequential fuel injection,N
2.5,4,33.9441,6,15.0,2,2,N,N,none given,Multipoint/sequential fuel injection,   
,4,27.0543,6,15.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,N
1.6,4,42.4116,7,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,
,4,32.4219,6,15.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,N
3.0,6,27.812,8,10.0,2,2,N,N,Turbocharged,@@@@@,
1.8,4,36.2224,6,15.0,2,2,N,N,none given,@@@@@,N
3.6,6,27.2124,8,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,N
,8,21.3254,8,10.0,2,2,N,,none given,Spark Ignition Direct Injection,N
3.0,6,33.686,8,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,N
1.6,4,34.5467,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
2.5,5,30.5489,6,10.0,2,2,N,N,none given,@@@@@,N
2.0,4,37.6174,5,10.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,   
,12,18.1658,8,15.0,2,2,N,N,Turbocharged,@@@@@,N
5.0,8,23.5618,6,15.0,2,2,N,N,Naturally Aspirated,@@@@@,N
4.0,8,26.7724,7,15.0,2,2,N,N,none given,Spark Ignition Direct Injection,   
,4,28.5872,6,15.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,N
3.0,6,33.1643,8,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
3.0,6,38.1901,8,,2,2,N,N,none given,Common Rail Direct Diesel Injection,N
,8,23.9191,6,10.0,1,1,N,N,Naturally Aspirated,@@@@@,Y
4.4,8,25.485,8,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
,6,31.1634,8,,2,2,N,N,none given,Common Rail Direct Diesel Injection,N
2.0,4,34.7884,8,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
3.0,6,30.8097,7,10.0,2,2,N,,none given,Spark Ignition Direct Injection,
4.4,8,25.6153,8,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,   
,8,22.3814,8,10.0,1,1,N,N,Naturally Aspirated,Spark Ignition Direct Injection,   
,8,22.8851,7,10.0,2,2,N,,none given,Spark Ignition Direct Injection,
,8,25.485,8,10.0,2,2,N,N,Turbocharged,@@@@@,N
,6,21.0349,6,15.0,2,2,N,Y,Turbocharged,Spark Ignition Direct Injection,N
,4,42.9466,6,10.0,2,2,N,Y,none given,Spark Ignition Direct Injection,N
4.7,8,26.7073,9,10.0,2,2,N,,none given,Spark Ignition Direct Injection,N
,6,24.3481,8,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
2.0,4,34.817,6,10.0,2,2,N,N,Turbocharged,@@@@@,N
3.3,6,29.0083,6,10.0,2,2,N,Y,Naturally Aspirated,Spark Ignition Direct Injection,   
5.0,8,22.9603,6,85.0,2,2,N,N,Naturally Aspirated,@@@@@,N
6.7,12,17.4353,8,10.0,2,2,N,N,none given,@@@@@,N
,8,21.7207,8,10.0,1,1,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,Y
2.0,4,31.4377,8,85.0,2,2,N,N,Turbocharged,@@@@@,   
,4,30.8919,6,15.0,2,2,N,N,Turbocharged,@@@@@,N
2.0,4,39.6509,5,15.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
1.8,4,80.8472,1,15.0,2,2,N,Y,Naturally Aspirated,Multipoint/sequential fuel injection,
