Eng Displ,# Cyl,Comb Unadj FE - Conventional Fuel,# Gears,Max Ethanol % - Gasoline,Intake Valves Per Cyl,Exhaust Valves Per Cyl,Var Valve Lift?,Fuel Metering Sys Desc,Stop/Start System (Engine Management System)  Description,Air Aspiration Method Desc,Label Recalc?
2.0,4,35.0701,5,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.5,4,38.4744,6,10.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
3.6,6,30.070999999999998,6,10.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
3.5,6,31.8364,6,15.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
2.5,4,55.2009,6,15.0,2,2,N,Multipoint/sequential fuel injection,Yes,Naturally Aspirated,N
2.5,4,36.6179,6,15.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
3.5,6,32.1934,6,15.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
2.5,4,57.4438,1,15.0,2,2,N,Multipoint/sequential fuel injection,Yes,Naturally Aspirated,N
2.5,4,54.7689,1,15.0,2,2,N,Multipoint/sequential fuel injection,Yes,Naturally Aspirated,N
1.8,4,43.1256,1,15.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
1.8,4,42.4265,7,15.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
1.8,4,41.4115,6,15.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
1.8,4,42.6986,7,15.0,2,2,Y,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
1.8,4,40.3735,6,15.0,2,2,Y,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
1.8,4,44.8909,1,15.0,2,2,Y,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
1.8,4,47.038000000000004,1,15.0,2,2,Y,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
1.8,4,73.5533,1,15.0,2,2,N,Multipoint/sequential fuel injection,Yes,Naturally Aspirated,N
1.8,4,80.8472,1,15.0,2,2,N,Multipoint/sequential fuel injection,Yes,Naturally Aspirated,N
1.8,4,36.1861,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
3.6,6,28.5088,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.0,4,33.2927,8,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged+Supercharged,N
2.0,4,36.1613,8,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
3.0,6,28.8162,8,15.0,2,2,Y,Spark Ignition Direct Injection,Yes,Supercharged,N
4.0,8,27.6266,8,15.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.0,4,35.3177,8,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
3.0,6,31.2584,8,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
3.0,6,28.8255,8,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
3.0,6,27.811999999999998,8,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
4.4,8,23.6104,8,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
3.0,6,31.430999999999997,8,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
3.0,6,29.2469,8,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
4.4,8,26.2037,8,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
4.4,8,25.0691,8,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
4.4,8,23.7423,8,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
6.6,12,19.9689,8,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.0,4,35.1208,8,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.0,4,33.6611,8,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.0,4,32.8412,8,10.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
3.0,6,27.3539,8,10.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
3.6,6,27.886999999999997,8,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Naturally Aspirated,N
3.6,6,28.1327,6,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
3.6,6,23.7078,6,10.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
3.6,6,26.3649,6,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.5,4,32.5655,6,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Naturally Aspirated,N
3.6,6,28.9863,6,85.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
3.6,6,28.4739,6,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
3.6,6,29.8923,8,85.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
3.6,6,29.8923,8,10.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
5.7,8,24.6535,8,10.0,1,1,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
3.6,6,27.9923,8,85.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
3.6,6,27.9923,8,10.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
3.6,6,29.8923,8,85.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
3.6,6,29.8923,8,10.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
5.7,8,24.6535,8,10.0,1,1,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
3.6,6,27.9923,8,85.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
3.6,6,27.9923,8,10.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
6.2,8,20.0858,8,10.0,1,1,N,Multipoint/sequential fuel injection,No,Supercharged,N
2.0,4,57.2225,1,15.0,2,2,N,Multipoint/sequential fuel injection,Yes,Naturally Aspirated,N
3.5,6,25.6832,6,15.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
3.5,6,25.5194,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
3.5,6,25.6832,6,85.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
2.0,4,32.5269,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
3.5,6,29.1837,6,15.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
3.5,6,29.1837,6,85.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
3.8,6,25.0911,8,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
3.8,6,28.1856,8,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
5.0,8,22.6895,8,15.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
3.3,6,25.7879,8,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
5.0,8,23.3566,8,15.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
3.3,6,25.6053,8,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
5.0,8,23.9701,8,15.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
1.5,4,47.2936,1,10.0,2,2,Y,Spark Ignition Direct Injection,No,Turbocharged,N
1.5,4,43.603,6,10.0,2,2,Y,Spark Ignition Direct Injection,No,Turbocharged,N
2.0,4,31.6813,6,10.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
1.5,4,44.3546,7,10.0,2,2,Y,Spark Ignition Direct Injection,No,Turbocharged,N
1.5,4,43.603,6,10.0,2,2,Y,Spark Ignition Direct Injection,No,Turbocharged,N
3.3,6,30.0156,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
3.3,6,29.0083,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
1.6,4,73.4989,6,15.0,2,2,N,Spark Ignition Direct Injection,Yes,Naturally Aspirated,N
1.6,4,77.1931,6,15.0,2,2,N,Spark Ignition Direct Injection,Yes,Naturally Aspirated,N
1.6,4,42.4116,7,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
2.0,4,34.184,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
2.4,4,39.4874,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.0,4,32.4015,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
2.4,4,38.2167,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
3.0,6,27.9589,8,15.0,2,2,N,Spark Ignition Direct Injection,Yes,Supercharged,N
5.0,8,22.7512,8,15.0,2,2,N,Spark Ignition Direct Injection,Yes,Supercharged,N
3.0,6,25.9443,8,15.0,2,2,N,Spark Ignition Direct Injection,Yes,Supercharged,N
3.0,6,27.723000000000003,8,15.0,2,2,N,Spark Ignition Direct Injection,Yes,Supercharged,N
5.0,8,22.7512,8,15.0,2,2,N,Spark Ignition Direct Injection,Yes,Supercharged,N
3.0,6,25.6229,8,15.0,2,2,N,Spark Ignition Direct Injection,Yes,Supercharged,N
3.3,6,30.3314,8,15.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
1.6,4,36.1741,7,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
1.6,4,33.7372,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
2.0,4,37.9659,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
3.8,6,25.9414,8,15.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
5.0,8,22.6122,8,15.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
1.6,4,42.8024,7,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
2.0,4,33.1287,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
2.4,4,37.4602,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.4,4,39.0988,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.7,6,25.4911,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
3.0,6,24.649,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
3.7,6,24.686999999999998,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.7,6,27.4705,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
3.7,6,26.2121,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
3.8,8,22.023000000000003,8,10.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
3.0,6,23.7396,8,10.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
3.0,6,23.6588,8,10.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
5.5,8,22.9319,7,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
6.0,12,20.3341,7,10.0,2,1,N,Multipoint/sequential fuel injection,Yes,Turbocharged,N
6.0,12,19.7607,7,10.0,2,1,N,Multipoint/sequential fuel injection,Yes,Turbocharged,N
4.7,8,26.803,9,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
4.7,8,25.3359,9,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
4.7,8,24.8083,9,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
6.0,12,20.296,7,10.0,2,1,N,Multipoint/sequential fuel injection,Yes,Turbocharged,N
3.0,6,31.7288,8,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
3.0,6,30.8911,8,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
3.0,6,30.8911,8,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.9,6,30.9273,8,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.9,6,30.9273,8,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
4.0,8,27.4365,8,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
4.0,8,27.4365,8,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
6.6,12,17.8786,8,10.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
6.6,12,17.8786,8,10.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
6.7,12,17.4989,8,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
6.7,12,17.4353,8,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.0,4,33.9306,7,15.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.0,4,35.3177,8,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
1.4,4,40.8578,6,10.0,2,2,N,Multipoint/sequential fuel injection,No,Turbocharged,N
1.4,4,43.2941,6,10.0,2,2,N,Multipoint/sequential fuel injection,No,Turbocharged,N
1.8,4,37.6361,6,10.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
1.8,4,38.4,5,10.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
1.4,4,33.1552,6,10.0,2,2,Y,Multipoint/sequential fuel injection,No,Turbocharged,N
1.5,4,50.1953,1,10.0,2,2,Y,Spark Ignition Direct Injection,No,Naturally Aspirated,N
1.5,4,47.1939,7,10.0,2,2,Y,Spark Ignition Direct Injection,No,Naturally Aspirated,N
1.5,4,43.1493,6,10.0,2,2,Y,Spark Ignition Direct Injection,No,Naturally Aspirated,N
1.8,4,38.8882,1,10.0,2,2,Y,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
1.8,4,38.8882,7,10.0,2,2,Y,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
1.8,4,41.7113,1,10.0,2,2,Y,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
1.8,4,41.7113,7,10.0,2,2,Y,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
1.8,4,37.8655,6,10.0,2,2,Y,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
3.7,6,25.9717,7,10.0,2,2,Y,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
3.7,6,25.5795,7,10.0,2,2,Y,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
1.6,4,64.2204,6,15.0,2,2,N,Spark Ignition Direct Injection,Yes,Naturally Aspirated,N
1.6,4,67.2852,6,15.0,2,2,N,Spark Ignition Direct Injection,Yes,Naturally Aspirated,N
1.6,4,59.2693,6,15.0,2,2,N,Spark Ignition Direct Injection,Yes,Naturally Aspirated,N
1.6,4,37.4285,7,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
1.6,4,36.3031,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
1.6,4,35.7385,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.0,4,35.9771,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.0,4,39.335,7,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.0,4,38.321999999999996,7,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.0,4,42.9731,7,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.0,4,35.352,5,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.0,4,41.1536,7,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.0,4,33.6471,5,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
1.8,4,32.6617,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
1.8,4,32.2682,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
1.8,4,38.567,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
1.8,4,38.0792,5,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
1.8,4,32.6617,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
1.8,4,32.2682,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
2.0,4,34.4294,8,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.0,4,34.1949,8,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged+Supercharged,N
2.0,4,33.1906,8,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.0,4,39.6651,8,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.0,4,30.0235,8,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged+Supercharged,N
2.0,4,32.5902,7,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
3.0,6,28.0391,9,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.0,4,36.7994,7,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
3.5,6,31.6478,7,10.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
3.5,6,32.1762,7,10.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
1.8,4,58.8281,1,15.0,2,2,N,Multipoint/sequential fuel injection,Yes,Naturally Aspirated,N
2.0,4,33.1552,8,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged+Supercharged,N
2.5,4,28.82,6,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.5,4,28.4429,6,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
3.6,6,26.2857,8,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.5,4,28.82,6,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.5,4,28.4429,6,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
3.6,6,26.2857,8,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
3.5,6,28.1939,6,10.0,2,2,Y,Spark Ignition Direct Injection,No,Naturally Aspirated,N
4.0,6,24.0673,5,10.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
4.0,6,24.0,6,10.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
4.0,6,23.3292,5,85.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
2.7,4,27.3647,6,15.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
3.5,6,26.9715,6,15.0,2,2,N,Spark Ignition direct & ported injection,No,Naturally Aspirated,N
2.5,4,27.2579,6,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
3.6,6,25.0815,8,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
3.6,6,22.2857,8,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.5,4,27.2579,6,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
3.6,6,25.0815,8,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
4.0,6,22.0966,5,10.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
4.0,6,22.6036,6,10.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
4.0,6,22.051,5,85.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
2.7,4,26.2321,6,15.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
2.7,4,26.7125,5,15.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
3.5,6,26.0517,6,15.0,2,2,N,Spark Ignition direct & ported injection,No,Naturally Aspirated,N
3.5,6,24.0,6,15.0,2,2,N,Spark Ignition direct & ported injection,No,Naturally Aspirated,N
3.5,6,23.8035,6,15.0,2,2,N,Spark Ignition direct & ported injection,No,Naturally Aspirated,N
4.3,6,25.8475,6,85.0,1,1,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
5.3,8,24.2068,6,85.0,1,1,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
5.3,8,23.9936,6,10.0,1,1,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
5.3,8,23.0927,8,10.0,1,1,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
5.3,8,25.8824,8,10.0,1,1,N,Spark Ignition Direct Injection,Yes,Naturally Aspirated,N
6.2,8,22.3814,8,10.0,1,1,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.7,6,28.361,6,15.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.7,6,28.4028,6,15.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
3.5,6,27.5406,10,15.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
3.5,6,27.1626,10,15.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.7,6,28.375999999999998,6,15.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
3.5,6,27.173000000000002,10,15.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
3.5,6,26.4655,6,85.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
4.3,6,25.8327,6,85.0,1,1,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
5.3,8,24.2077,6,85.0,1,1,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
5.3,8,24.0568,6,10.0,1,1,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
5.3,8,23.0927,8,10.0,1,1,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
5.3,8,25.8824,8,10.0,1,1,N,Spark Ignition Direct Injection,Yes,Naturally Aspirated,N
6.2,8,22.3373,8,10.0,1,1,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
3.6,6,25.6217,8,85.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
5.7,8,22.3584,8,10.0,1,1,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
5.0,8,16.9305,6,10.0,2,2,N,Multipoint/sequential fuel injection,No,Supercharged,N
4.6,8,21.3053,6,15.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
5.7,8,19.1855,6,15.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
5.7,8,19.5566,6,85.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
4.3,6,24.3844,6,85.0,1,1,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
5.3,8,23.1622,6,10.0,1,1,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
5.3,8,23.3088,6,85.0,1,1,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
5.3,8,21.4327,8,10.0,1,1,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
5.3,8,23.5269,8,10.0,1,1,N,Spark Ignition Direct Injection,Yes,Naturally Aspirated,N
6.2,8,21.5215,8,10.0,1,1,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.7,6,25.5444,6,15.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
3.5,6,25.4469,10,15.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.7,6,25.6478,6,15.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
3.5,6,25.4612,10,15.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.7,6,25.6019,6,15.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
3.5,6,25.4592,10,15.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
3.5,6,24.8611,6,85.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
3.5,6,20.8606,10,15.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
4.3,6,24.3375,6,85.0,1,1,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
5.3,8,23.2063,6,10.0,1,1,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
5.3,8,23.2952,6,85.0,1,1,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
5.3,8,21.4233,8,10.0,1,1,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
5.3,8,23.5269,8,10.0,1,1,N,Spark Ignition Direct Injection,Yes,Naturally Aspirated,N
6.2,8,21.5215,8,10.0,1,1,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
3.5,6,27.1795,6,10.0,2,2,Y,Spark Ignition Direct Injection,No,Naturally Aspirated,N
5.6,8,21.8199,7,10.0,2,2,Y,Spark Ignition Direct Injection,No,Naturally Aspirated,N
3.6,6,24.215999999999998,8,85.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
5.0,8,16.9305,6,10.0,2,2,N,Multipoint/sequential fuel injection,No,Supercharged,N
4.6,8,20.3055,6,15.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
5.7,8,18.6267,6,15.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
5.7,8,18.8156,6,85.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
6.0,8,15.9434,6,10.0,1,1,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
6.0,8,15.6676,6,10.0,1,1,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
3.5,6,20.7037,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
3.7,6,19.9982,6,85.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
6.0,8,15.9434,6,10.0,1,1,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
6.0,8,15.6543,6,10.0,1,1,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
3.6,6,21.7336,6,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
3.6,6,21.7336,6,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.0,4,34.9238,1,10.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
2.5,4,29.7262,6,15.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
2.5,4,29.7744,6,85.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
2.5,4,29.1356,6,85.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
2.5,4,28.5872,6,15.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
2.5,4,28.6186,6,85.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
2.5,4,28.5872,6,15.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
2.0,4,30.2309,7,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.0,4,29.3634,7,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.0,4,34.9238,1,10.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
3.7,6,24.7683,6,15.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
