Eng Displ,# Cyl,Comb Unadj FE - Conventional Fuel,# Gears,Max Ethanol % - Gasoline,Intake Valves Per Cyl,Exhaust Valves Per Cyl,Var Valve Lift?,Fuel Metering Sys Desc,Stop/Start System (Engine Management System)  Description,Air Aspiration Method Desc,Label Recalc?
3.0,6,29.7343,6,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
3.0,6,32.8946,8,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
3.0,6,30.8026,8,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
3.0,6,29.3468,8,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
4.4,8,25.1219,8,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
4.4,8,23.6104,8,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
4.4,8,23.6104,8,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
3.0,6,25.0855,7,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
3.0,6,26.1317,6,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
3.0,6,25.0855,7,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
3.0,6,26.1317,6,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
4.4,8,20.4936,7,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
4.4,8,21.9503,6,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.4,4,32.2322,6,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.0,4,33.7799,8,10.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
2.0,4,30.7024,6,10.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
2.5,4,33.9408,8,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Naturally Aspirated,N
3.6,6,31.1873,8,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Naturally Aspirated,N
2.0,4,32.7935,8,10.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
3.6,6,29.2127,8,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Naturally Aspirated,N
3.6,6,25.6914,8,10.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
3.6,6,24.1931,6,10.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
1.4,4,46.1513,6,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
1.4,4,44.3586,6,10.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
1.4,4,46.1513,6,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
1.4,4,40.8578,6,10.0,2,2,N,Multipoint/sequential fuel injection,No,Turbocharged,N
1.4,4,43.2941,6,10.0,2,2,N,Multipoint/sequential fuel injection,No,Turbocharged,N
1.8,4,37.6361,6,10.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
1.8,4,38.4,5,10.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
1.6,4,39.0203,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
1.0,3,42.6908,6,15.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
1.0,3,46.512,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
2.0,4,41.773,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.0,4,39.5463,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.0,4,38.0244,5,15.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.0,4,41.773,6,85.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.0,4,39.5463,6,85.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.0,4,38.0244,5,85.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
1.5,4,47.2696,1,10.0,2,2,Y,Spark Ignition Direct Injection,No,Turbocharged,N
1.5,4,45.8096,6,10.0,2,2,Y,Spark Ignition Direct Injection,No,Turbocharged,N
2.0,4,46.4432,1,10.0,2,2,Y,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
2.0,4,41.2808,6,10.0,2,2,Y,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
1.5,4,43.2552,6,10.0,2,2,Y,Spark Ignition Direct Injection,No,Turbocharged,N
1.6,4,40.7375,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
1.6,4,42.3983,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
1.6,4,42.4981,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
1.6,4,38.8602,7,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
1.6,4,40.064,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
1.6,4,37.6194,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
3.5,6,39.1673,7,10.0,2,2,N,Multipoint/sequential fuel injection,Yes,Naturally Aspirated,N
3.5,6,37.3977,7,10.0,2,2,N,Multipoint/sequential fuel injection,Yes,Naturally Aspirated,N
2.0,4,31.7713,8,15.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
3.0,6,31.7079,8,15.0,2,2,N,Spark Ignition Direct Injection,Yes,Supercharged,N
3.0,6,30.4619,8,15.0,2,2,N,Spark Ignition Direct Injection,Yes,Supercharged,N
1.6,4,36.6729,7,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
1.6,4,34.2677,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
2.0,4,37.7231,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
1.6,4,40.9942,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
1.6,4,41.5766,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
1.6,4,41.744,6,15.0,2,2,N,Spark Ignition Direct Injection,Yes,Naturally Aspirated,N
1.8,4,57.4981,1,15.0,2,2,N,Multipoint/sequential fuel injection,Yes,Naturally Aspirated,N
5.0,8,23.8378,8,15.0,2,2,N,Spark Ignition direct & ported injection,No,Naturally Aspirated,N
2.0,4,34.2582,8,15.0,2,2,N,Spark Ignition direct & ported injection,No,Turbocharged,N
3.5,6,27.925,6,15.0,2,2,N,Spark Ignition direct & ported injection,No,Naturally Aspirated,N
3.5,6,29.0058,8,15.0,2,2,N,Spark Ignition direct & ported injection,No,Naturally Aspirated,N
3.5,6,27.925,6,15.0,2,2,N,Spark Ignition direct & ported injection,No,Naturally Aspirated,N
2.0,4,42.4765,6,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.0,4,38.8168,6,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
1.5,4,48.803000000000004,6,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
1.5,4,47.1396,6,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.0,4,43.1916,6,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.0,4,42.5545,6,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.5,4,42.477,6,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.5,4,41.045,6,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.5,4,38.5177,6,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
4.0,8,26.886,7,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
4.0,8,26.2333,7,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.0,4,34.2607,7,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
5.5,8,23.1471,7,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
5.5,8,23.3803,7,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.0,4,37.4264,7,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.0,4,35.7394,7,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.0,4,38.5009,7,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.0,4,35.5131,7,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.0,4,35.5131,7,85.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
4.7,8,27.3664,9,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
4.7,8,26.096,9,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
6.0,12,20.1932,7,10.0,2,1,N,Multipoint/sequential fuel injection,Yes,Turbocharged,N
2.0,4,40.671,6,10.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
2.0,4,37.1059,5,10.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
2.4,4,34.0328,6,10.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
1.2,3,55.7169,1,10.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
1.2,3,50.605,5,10.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
1.2,3,52.5595,1,10.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
1.2,3,49.451,5,10.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
6.6,12,17.8786,8,10.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
6.7,12,17.4989,8,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
6.7,12,17.4353,8,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.0,4,26.8422,8,10.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
2.0,4,30.324,6,10.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
2.5,4,25.1277,6,10.0,2,2,N,Multipoint/sequential fuel injection,No,Turbocharged,N
1.5,4,66.6561,1,15.0,2,2,N,Multipoint/sequential fuel injection,Yes,Naturally Aspirated,N
1.5,4,43.7586,4,15.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
1.5,4,44.9633,5,15.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
1.8,4,36.9629,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
2.0,4,34.1182,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
1.8,4,35.8552,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
2.0,4,32.2717,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
3.6,6,24.8373,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
1.8,4,38.8661,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
1.8,4,39.3042,5,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
2.0,4,32.6193,6,15.0,2,2,Y,Spark Ignition Direct Injection,No,Turbocharged,N
2.0,4,31.1626,6,15.0,2,2,Y,Spark Ignition Direct Injection,No,Turbocharged,N
2.0,4,35.4256,6,15.0,2,2,Y,Spark Ignition Direct Injection,No,Turbocharged,N
2.0,4,35.2045,6,15.0,2,2,Y,Spark Ignition Direct Injection,No,Turbocharged,N
1.4,4,43.1538,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
1.4,4,44.8007,5,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
1.8,4,38.6569,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
2.0,4,36.4041,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
2.0,4,34.7474,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
2.0,4,34.4294,8,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.0,4,34.1949,8,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged+Supercharged,N
2.0,4,33.1906,8,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.0,4,39.6651,8,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.0,4,34.4294,8,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.0,4,39.6651,8,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.0,4,30.0235,8,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged+Supercharged,N
3.5,6,40.8486,7,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Naturally Aspirated,N
3.5,6,30.8483,6,10.0,2,2,Y,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.0,4,36.1059,8,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.9,6,25.6124,8,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.0,4,34.035,8,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.0,4,37.528,7,15.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.0,4,33.247,8,15.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
3.0,6,31.108,8,15.0,2,2,Y,Spark Ignition Direct Injection,Yes,Supercharged,N
3.0,6,31.108,8,15.0,2,2,Y,Spark Ignition Direct Injection,Yes,Supercharged,N
4.0,8,22.5584,8,15.0,2,2,Y,Spark Ignition Direct Injection,No,Turbocharged,N
4.0,8,26.843000000000004,7,15.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
4.0,8,26.7724,7,15.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
4.0,8,22.5368,8,15.0,2,2,Y,Spark Ignition Direct Injection,No,Turbocharged,N
4.0,8,21.7662,8,15.0,2,2,Y,Spark Ignition Direct Injection,No,Turbocharged,N
6.0,12,18.1658,8,15.0,2,2,N,Multipoint/sequential fuel injection,No,Turbocharged,N
6.8,8,17.1546,8,15.0,1,1,N,Multipoint/sequential fuel injection,No,Turbocharged,N
6.8,8,16.0981,8,15.0,1,1,N,Multipoint/sequential fuel injection,No,Turbocharged,N
2.0,4,36.7545,8,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.0,4,35.5618,8,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
3.0,6,31.2429,8,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
3.0,6,30.948,8,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
3.6,6,32.7042,8,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Naturally Aspirated,N
3.6,6,30.963,8,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Naturally Aspirated,N
2.0,4,31.3542,6,10.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
2.4,4,30.3641,6,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.0,4,28.9774,6,10.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
2.0,4,32.8412,8,10.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
3.6,6,31.1873,8,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Naturally Aspirated,N
3.6,6,23.8404,8,10.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
2.0,4,32.7935,8,10.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
3.6,6,29.2127,8,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Naturally Aspirated,N
6.2,8,21.5034,8,10.0,1,1,N,Spark Ignition Direct Injection,No,Supercharged,N
1.4,4,46.1513,6,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
1.4,4,44.3586,6,10.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
1.4,4,46.1513,6,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
1.5,4,41.1333,6,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
1.8,4,64.5035,1,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Naturally Aspirated,N
2.0,4,34.498000000000005,9,10.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
2.4,4,36.5912,9,85.0,2,2,Y,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
2.4,4,36.5912,9,10.0,2,2,Y,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
3.6,6,30.168000000000003,9,85.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
3.6,6,28.5513,9,85.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
3.6,6,29.8923,8,10.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
5.7,8,24.6535,8,10.0,1,1,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
5.7,8,23.1399,6,10.0,1,1,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
3.6,6,27.9923,8,10.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
6.2,8,20.0858,8,10.0,1,1,N,Multipoint/sequential fuel injection,No,Supercharged,N
6.2,8,19.7548,6,10.0,1,1,N,Multipoint/sequential fuel injection,No,Supercharged,N
2.3,4,28.3168,6,15.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.0,4,34.1012,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
2.0,4,30.3467,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
2.7,6,26.9673,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
1.5,4,36.2757,6,15.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.0,4,32.5269,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
2.5,4,32.5952,6,15.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
2.0,4,61.1942,1,15.0,2,2,N,Multipoint/sequential fuel injection,Yes,Naturally Aspirated,N
2.0,4,69.9604,1,10.0,2,2,Y,Multipoint/sequential fuel injection,Yes,Naturally Aspirated,N
2.4,4,41.1259,1,10.0,2,2,Y,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.4,4,39.4569,7,10.0,2,2,Y,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.4,4,35.363,6,10.0,2,2,Y,Spark Ignition Direct Injection,No,Naturally Aspirated,N
3.5,6,33.7106,6,10.0,2,2,Y,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
3.5,6,32.3693,6,10.0,2,2,Y,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
3.5,6,28.0575,6,10.0,2,2,Y,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
1.5,4,48.4152,1,10.0,2,2,Y,Spark Ignition Direct Injection,No,Turbocharged,N
1.5,4,46.3319,6,10.0,2,2,Y,Spark Ignition Direct Injection,No,Turbocharged,N
2.0,4,47.0376,1,10.0,2,2,Y,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
2.0,4,41.9504,6,10.0,2,2,Y,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
1.5,4,43.2552,6,10.0,2,2,Y,Spark Ignition Direct Injection,No,Turbocharged,N
1.4,4,47.7599,7,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
1.6,4,38.1647,7,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
1.6,4,33.2406,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
2.0,4,43.0762,6,15.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
2.0,4,39.8338,6,15.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
2.0,4,36.2351,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.0,4,36.2437,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.0,4,44.7924,6,15.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
2.0,4,56.2803,6,15.0,2,2,N,Spark Ignition Direct Injection,Yes,Naturally Aspirated,N
2.0,4,58.137,6,15.0,2,2,N,Spark Ignition Direct Injection,Yes,Naturally Aspirated,N
2.0,4,35.1555,7,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
3.0,6,30.061,7,10.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
2.0,4,33.4391,7,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
3.0,6,28.6255,7,10.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
3.0,6,29.4319,7,10.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
3.0,6,28.3804,7,10.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
5.6,8,24.8658,7,10.0,2,2,Y,Spark Ignition Direct Injection,No,Naturally Aspirated,N
5.6,8,23.5739,7,10.0,2,2,Y,Spark Ignition Direct Injection,No,Naturally Aspirated,N
3.5,6,41.051,7,10.0,2,2,N,Multipoint/sequential fuel injection,Yes,Naturally Aspirated,N
3.0,6,30.8134,8,15.0,2,2,N,Spark Ignition Direct Injection,Yes,Supercharged,N
3.0,6,29.8142,8,15.0,2,2,N,Spark Ignition Direct Injection,Yes,Supercharged,N
2.0,4,43.8575,6,15.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
2.0,4,37.9773,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.0,4,38.4204,6,15.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
2.0,4,57.6115,6,15.0,2,2,N,Spark Ignition Direct Injection,Yes,Naturally Aspirated,N
2.5,4,55.2009,6,15.0,2,2,N,Multipoint/sequential fuel injection,Yes,Naturally Aspirated,N
3.5,6,31.9261,6,15.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
2.0,4,34.2582,8,15.0,2,2,N,Spark Ignition direct & ported injection,No,Turbocharged,N
2.0,4,31.7452,8,15.0,2,2,N,Spark Ignition direct & ported injection,No,Turbocharged,N
3.5,6,29.9888,8,15.0,2,2,N,Spark Ignition direct & ported injection,No,Naturally Aspirated,N
3.5,6,28.2575,6,15.0,2,2,N,Spark Ignition direct & ported injection,No,Naturally Aspirated,N
3.5,6,28.5768,8,15.0,2,2,N,Spark Ignition direct & ported injection,No,Naturally Aspirated,N
3.5,6,41.6347,8,15.0,2,2,N,Spark Ignition direct & ported injection,Yes,Naturally Aspirated,N
4.6,8,24.7961,8,15.0,2,2,N,Spark Ignition direct & ported injection,No,Naturally Aspirated,N
4.6,8,23.5638,8,15.0,2,2,N,Spark Ignition direct & ported injection,No,Naturally Aspirated,N
4.6,8,24.7961,8,15.0,2,2,N,Spark Ignition direct & ported injection,No,Naturally Aspirated,N
4.6,8,23.5638,8,15.0,2,2,N,Spark Ignition direct & ported injection,No,Naturally Aspirated,N
2.0,4,30.3467,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
3.0,6,25.8924,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
2.0,4,32.5269,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
3.0,6,27.2566,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
2.0,4,61.1942,1,15.0,2,2,N,Multipoint/sequential fuel injection,Yes,Naturally Aspirated,N
3.0,6,24.4714,8,10.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
3.0,6,25.0783,8,10.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
3.0,6,24.1704,8,10.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
2.0,4,42.6978,6,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.0,4,42.0744,6,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.5,4,40.8857,6,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.5,4,41.2725,6,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.5,4,37.4496,6,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.5,4,39.3583,6,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.5,4,40.4349,6,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.5,4,37.7774,6,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.0,4,34.89,8,10.0,2,2,Y,Spark Ignition Direct Injection,No,Turbocharged,N
2.0,4,31.9961,6,10.0,2,2,Y,Spark Ignition Direct Injection,No,Turbocharged,N
1.5,3,37.5265,6,10.0,2,2,Y,Spark Ignition Direct Injection,No,Turbocharged,N
1.5,3,37.5834,6,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
1.5,3,34.5648,8,10.0,2,2,Y,Spark Ignition Direct Injection,No,Turbocharged,N
1.5,3,34.1672,6,10.0,2,2,Y,Spark Ignition Direct Injection,No,Turbocharged,N
1.5,3,37.2651,6,10.0,2,2,Y,Spark Ignition Direct Injection,No,Turbocharged,N
1.5,3,37.1637,6,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
1.5,3,33.9714,8,10.0,2,2,Y,Spark Ignition Direct Injection,No,Turbocharged,N
1.5,3,34.1672,6,10.0,2,2,Y,Spark Ignition Direct Injection,No,Turbocharged,N
2.0,4,36.0232,8,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.0,4,33.7414,6,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.0,4,34.0768,8,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.0,4,31.910999999999998,6,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.0,4,35.4998,8,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.0,4,34.0236,8,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.0,4,32.2282,6,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.5,4,43.9438,1,10.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
3.5,6,34.7326,7,10.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
2.5,4,42.9196,7,10.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
1.8,4,43.9838,1,10.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
1.8,4,40.4893,6,10.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
6.6,12,18.611,8,10.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
2.0,4,43.0758,7,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.0,4,35.785,5,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.0,4,41.4234,7,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
